"Date";"Year";"Type";"Country";"Area";"Location";"Injury";"Species";"href formula"
"17-Mar-1926";1926;"Unprovoked";"AUSTRALIA";"South Australia";"West Beach, Brighton";"FATAL";"White shark, 3.7 m [12']  ";"http://sharkattackfile.net/spreadsheets/pdf_directory/1926.03.17-Whyte.pdf"
"26-Jan-1926";1926;"Unprovoked";"SOUTH AFRICA";"Eastern Cape Province";"Hamburg";"Thigh lacerated";"""a blue shark""""""";"http://sharkattackfile.net/spreadsheets/pdf_directory/1926.01.26-Bennett.pdf"
"Jan-1926";1926;"Unprovoked";"AUSTRALIA";"Victoria";"";"Leg lacerated";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1926.01.00-Victoria.pdf"
"Summer of 1926";1926;"Unprovoked";"MONACO";"Bay of Monaco";"";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1926.00.00.d-Monaco.pdf"
"1926";1926;"Provoked";"NEW ZEALAND";"Cook Islands";"Rarotonga";"Struck on head by shark’s tail, knocked unconscious & deep gash in head PROVOKED INCIDENT";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1926.00.00.c-bosun-Tahiti.pdf"
"1926";1926;"Unprovoked";"SINGAPORE";"";"Sea View Beach";"FATAL, femoral artery severed ";"";"1926.00.00.b-womanSingapore.pdf"
"1926";1926;"Unprovoked";"SOUTH AFRICA";"Western Cape Province";"Mossel Bay";"No details";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1926.00.00.a-Daniels.pdf"
"22-Nov-1925";1925;"Unprovoked";"AUSTRALIA";"Western Australia";"Cottesloe Beach";"FATAL, thigh  & torso bitten, then shark charged rescue boat ";"Tiger shark, 4 m [13'] female";"http://sharkattackfile.net/spreadsheets/pdf_directory/1925.11.22-Ettelton.pdf"
"Nov-1925";1925;"Unprovoked";"USA";"Puerto Rico";"Condado Beach, San Juan";"Laceration across abdomen";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1925.11.00.b-secretary.pdf"
"Nov-1925";1925;"Unprovoked";"USA";"Puerto Rico";"Condado Beach, San Juan";"Both calves lacerated";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1925.11.00.a-Lawyer.pdf"
"04-Sep-1925";1925;"Provoked";"SPAIN";"Valencia ";"Valencia";"Right hand bitten by hooked shark PROVOKED INCIDENT";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1925.09.04-Gurren-Valencia.pdf"
"03-Sep-1925";1925;"Unprovoked";"ENGLAND";"Isle of Wight";"Off Shanklin";"No injury but shark lifted boat out of the water";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1925.09.03-Page-Isle-of-Wight.pdf"
"02-Aug-1925";1925;"Unprovoked";"USA";"South Carolina";"Folly Island, near Charleston";"Multiple lacerations on both thighs, right buttock and hip";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1925.08.02-MrsKahrs.pdf"
"15-Jun-1925";1925;"Invalid";"AUSTRALIA";"Western Australia";"Princess Royal Harbor, near King George’s Sound";"Human arm found in shark";"Shark involvement prior to death unconfirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/1925.06.15 Princess Royal Harbor.pdf"
"May 1925";1925;"Unprovoked";"USA";"Puerto Rico";"Condado Beach, San Juan";"Right arm nearly severed at shoulder, left wrist lacerated";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1925.05.00-AmericanUniversityStudent.pdf"
"07-Mar-1925 or 27-Mar-1925";1925;"Unprovoked";"AUSTRALIA";"New South Wales";"Coogee";"Left thigh bitten, leg surgically amputated ";"Said to be a “small shark”";"http://sharkattackfile.net/spreadsheets/pdf_directory/1925.03.27-Dagworthy.pdf"
"12-Mar-1925";1925;"Unprovoked";"AUSTRALIA";"New South Wales";"Newcastle Beach";"FATAL, right forearm severed, lacerations from buttocks to heel L";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1925.03.12-Canning.pdf"
"10-Mar-1925";1925;"Unprovoked";"PAPUA NEW GUINEA";"Central Province";"Hula";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1925.03.10-Papuan.pdf"
"Reported 27-Jan-1925";1925;"Unprovoked";"USA";"Florida";"Miami Beach, Miami-Dade County";"Lacerations to arm";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1925.01.27.R-Chorie.pdf"
"08-Jan-1925";1925;"Unprovoked";"CANADA";"Vancouver";"Second Narrows in Burrard Inlet";"Injuries, if any, unknown, but afterwards diver stunned shark with iron bar";"2.1 m [7'] shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1925.01.08-Vancouver.pdf"
"1925";1925;"Unprovoked";"FIJI";"Viti Levu Island";"Suva Harbor, Suva";"Both arms bitten, surgically amputated";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1925.00.00-Fijian boy.pdf"
"25-Nov-1924";1924;"Unprovoked";"MEXICO";"Tamaulipas";"Tampico";"FATAL";"1.8 m shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1924.11.25-Rivas.pdf"
"24-Nov-1924";1924;"Unprovoked";"PANAMA";"2 to 3 miles off Taboguilla Island, Pacific Ocean";"Pacific Anchorage off the Panama Canal";"Knee bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1924.11.24-Panama.pdf"
"21-Nov-1924";1924;"Unprovoked";"USA";"Puerto Rico";"Santurce";"FATAL, hand severed, both legs & arms bitten & nearly severed ";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1924.11.21-Winslow.pdf"
"Reported 31-Oct-1924";1924;"Provoked";"FRENCH POLYNESIA";"Tuamotus";"Rangiroa";"Abrasions PROVOKED ATTACK";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1924.10.31-Huri-Huri.pdf"
"18-Oct-1924";1924;"Unprovoked";"AUSTRALIA";"Victoria";"Port Melbourne";"Leg bitten";"10' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1924.10.18-White.pdf"
"31-Jul-1924";1924;"Unprovoked";"USA";"South Carolina";"Folly Island, near Charleston";"Left knee & leg bitten. (Tooth fragment recovered from kneecap)";"Mako shark, 1.9 m [6.5']. Tooth fragment recovered & identified by J.T. Nichols.";"http://sharkattackfile.net/spreadsheets/pdf_directory/1924.07.31-Kornahrens.pdf"
"14-Jul-1924";1924;"Provoked";"ENGLAND";"Dorset";"Weymouth";"Arms broken by hooked shark PROVOKED INCIDENT";"12' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1924.07.14-Weymouth.pdf"
"04-Jul-1924";1924;"Boating";"USA";"California";"Newport Beach, Orange County";"No injury, shark tore hole in the side of the boat";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1924.07.04-boat-NewportBeach.pdf"
"18-Jun-1924";1924;"Provoked";"USA";"Florida";"Bayboro, Pinellas County";"Netted shark made a5-inch incision above the knee PROVOKED INCIDENT";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1924.06.18-Martin.pdf"
"25-Apr-1924";1924;"Unprovoked";"AUSTRALIA";"New South Wales";"Kiama";"FATAL, partial remains recovered ";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1924.04.25-Conroy.pdf"
"22-Apr-1924";1924;"Unprovoked";"PANAMA";"150 miles offshore";"";"Reported to have had ""2 fights with sharks"""" before being rescued by the British freighter Dorsetafter 23 hours in the water""";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1924.04.22-Staden.pdf"
"20-Apr-1924";1924;"Invalid";"AUSTRALIA";"Western Australia";"Fremantle";"Abrasions";"Questionable";"http://sharkattackfile.net/spreadsheets/pdf_directory/1924.04.20-Knight.pdf"
"Reported 28-Mar-1924";1924;"Unprovoked";"SOLOMON ISLANDS";"Central Province";"Savo Island";"Left arm severed, leg bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1924.03.28.R-Savo-Island.pdf"
"24-Mar-1924";1924;"Boating";"SPAIN";"Galica";"Sisargas Islands";"No injury to occupants, shark bit boat";"3.5 m shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1924.03.24.Sisargas.pdf"
"13-Feb-1924";1924;"Unprovoked";"AUSTRALIA";"New South Wales";"Bronte";"Legs severely bitten, surgically amputated";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1924.02.13-Derritt.pdf"
"08-Feb-1924";1924;"Invalid";"AUSTRALIA";"Queensland";"Currumbin";"Probable drowning & scavenging";"Shark involvement prior to death unconfirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/1924.02.08-Dullroy.pdf"
"29-Jan-1924";1924;"Unprovoked";"SOUTH AFRICA";"KwaZulu-Natal";"South Beach, Durban";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1924.01.29-Schultz.pdf"
"25-Jan-1924";1924;"Unprovoked";"SOUTH AFRICA";"Eastern Cape Province";"St. George’s Strand, Port Elizabeth";"Foot lacerated";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1924.01.25-StGeorgesStrand.pdf"
"09-Jan-1924";1924;"Unprovoked";"AUSTRALIA";"New South Wales";"Near Asbestos Works, Camellia, Parramatta River";"FATAL, right thigh severely bitten, left arm lacerated ";"3 m [10'] shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1924.01.19-Brown.pdf"
"12-Dec-1923";1923;"Unprovoked";"AUSTRALIA";"New South Wales";"Murwillumbah, Tweed River";"Lacerations to leg";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1923.12.12-Wohill.pdf"
"02-Dec-1923";1923;"Unprovoked";"AUSTRALIA";"New South Wales";"Urunga, Belliger Heads";"FATAL, disappeared, thought to have been taken by a shark ";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1923.12.02 - Elton.pdf"
"23-Nov-1923";1923;"Unprovoked";"AUSTRALIA";"Western Australia";"Condon, 88 km NE of Port Hedland";"FATAL, disappeared, partial remains of Selim was found, there was no trace of Dea Opre";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1923.11.23-KoepangIslanders.pdf"
"02-Nov-1923";1923;"Invalid";"AUSTRALIA";"New South Wales";"Bellinger Head";"FATAL";"Shark involvement suspected but not confirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/1923.11.02-BellingerHead.pdf"
"20-Oct-1923";1923;"Invalid";"AUSTRALIA";"New South Wales";"Botany Bay, Sydney";"He failed to return, his body was recovered 11/9/1922; chest & abdomen had been bitten by shark/s";"Shark involvement prior to death unconfirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/1923.10.20-BotanyBay.pdf"
"17-Oct-1923";1923;"Boating";"AUSTRALIA";"New South Wales";" Black Head, south of Taree";"No injury to occupants, shark bit boat";"""a very large shark""""""";"http://sharkattackfile.net/spreadsheets/pdf_directory/1923.10.17-boat-Taree.pdf"
"16-Oct-1923";1923;"Unprovoked";"AUSTRALIA";"Torres Strait";"Near Thursday Island";"Arm severed, but survived";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1923.10.16-Amano.pdf"
"08-Aug-1923";1923;"Unprovoked";"GUYANA";"Demerara County";"Off the Demerara River ";"Puncture wounds to left leg";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1923.08.08-Blair.pdf"
"Reported 02-Jul-1923";1923;"Unprovoked";"AUSTRALIA";"Queensland";"Great Barrier Reef";"non-fatal";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1923.07.02-Mildred-Diver.pdf"
"16-Jun-1923";1923;"Boating";"AUSTRALIA";"New South Wales";"Bellambi Reef";"FATAL, taken by shark. Two other men drowned,  only 1 man survived";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1923.06.16-Rigby.pdf"
"06-Jun-1923";1923;"Boating";"MEXICO";"Vera Cruz";"Outside Vera Cruz Harbor";"No injury to occupants, shark rammed boat";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1923.06.06-AllAmerica.pdf"
"Reported 23-May-1923";1923;"Unprovoked";"AUSTRALIA";"Western Australia";"Southgates, near Geraldton";"Minor puncture wounds to foot";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1923.05.23.R-Evensen.pdf"
"22-May-1923";1923;"Unprovoked";"AUSTRALIA";"Queensland";"Great Barrier Reef";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1923.05.22-Masoyo.pdf"
"18-Mar-1923";1923;"Unprovoked";"AUSTRALIA";"Queensland";"Ross River, Townsville";"Lacerations to right thigh and knee";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1923.03.18-Solomon.pdf"
"Feb-1923";1923;"Unprovoked";"USA";"Puerto Rico";"San Juan";"Right calf, right side of abdomen & left wrist & hand bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1923.02.00.a-PuertoRican.pdf"
"27-Jan-1923";1923;"Invalid";"AUSTRALIA";"Western Australia";"Bunbury";"Death may have been due to drowning";"Shark involvement prior to death was not confirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/1923.01.27.b-Hayes.pdf"
"27-Jan-1923";1923;"Unprovoked";"AUSTRALIA";"Western Australia";"In Swan River at Freshwater Bay, Claremont, 5 miles from river mouth";"FATAL, back of thigh bitten ";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1923.01.27.a-Robertson.pdf"
"14-Jan-1923";1923;"Invalid";"CUBA";"Caribbean Sea";"20 miles from Havana";"Although this incident is listed elsewhere as a shark attack, the account of the disaster suggests the 4 who perished probably drowned. Five people survived";"Atkins' remains were recovered from a dusky shark, C. obscurus, by Capt. W. F. Young, shark fisherman";"http://sharkattackfile.net/spreadsheets/pdf_directory/1923.01.13-seaplaneColumbus.pdf"
"1923";1923;"Boating";"USA";"New Jersey";"Sea Bright, Monmouth County";"No injury to occupant Shark struck boat";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1923.00.00.c - NJ fisherman.pdf"
"1923-1924";1923;"Unprovoked";"PHILIPPINES";" Manila Bay";"Fort Drum";"FATAL, abdomen severely bitten. Airplane summoned from Corregidor & injured man was lashed to wing, but he died  ";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1923.00.00.b-FortDrum.pdf"
"1923";1923;"Provoked";"USA";"New Jersey";"Ocean City (offshore)";"Shark's tail broke his leg. PROVOKED INCIDENT";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1923.00.00.a-NJ fisherman.pdf"
"1923";1922;"Provoked";"USA";"New Jersey";"Ocean City (offshore)";"Shark's tail broke his leg. PROVOKED INCIDENT";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1923.00.00.a-NJ fisherman.pdf"
"14-Dec-1922";1922;"Unprovoked";"USA";"Puerto Rico";"San Juan";"FATAL, hip & thigh bitten with  tissue removed, including bone ";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1922.12.14-KatherineBourne.pdf"
"05-Dec-1922";1922;"Unprovoked";"AUSTRALIA";"Queensland";"Pialba Beach near Maryborough";"FATAL, severe injuries to torso  ";"2.7 m [9'] ""blue"""" shark""";"http://sharkattackfile.net/spreadsheets/pdf_directory/1922.12.05-Gassman.pdf"
"29-Sep-1922";1922;"Unprovoked";"BARBADOS";"Lucy";"Pie Corner";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1922.09.29-Barbados.pdf"
"29-Oct-1922";1922;"Invalid";"AUSTRALIA";"New South Wales";"Botany Bay, Sydney";"FATAL, but shark involvement prior to death unconfirmed";"Shark involvement prior to death unconfirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/1922.10.29-HRW.pdf"
"28-Sep-1922";1922;"Unprovoked";"USA";"Hawaii";"Keawanui, Kamalo, Moloka'i";"Survived";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1922.09.28-TerritorialSurveyor.pdf"
"Reported 26-Sep-1922";1922;"Unprovoked";"ENGLAND";"East Yorkshire";"Hornsea";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1922.09.26.R-Lee.pdf"
"Reported 21-Sep-1922";1922;"Boating";"USA";"Massachusetts";"Nahant";"No injury to occupants, shark splintered stern";"""A pack of 6 sharks""""""";"http://sharkattackfile.net/spreadsheets/pdf_directory/1922.09.21-GoslinBoat.pdf"
"19-Jul-1922";1922;"Unprovoked";"USA";"Florida";"Pablo Beach, Jacksonville, Duval County";"Leg bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1922.07.19-L'Engle.pdf"
"17-Jun-1922";1922;"Unprovoked";"USA";"Florida";"Municipal Pier, St. Petersburg, Tampa bay";"FATAL, thigh bitten";"1.8 m [6'] shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1922.06.17-MacLatchie.pdf"
"24-May 1922";1922;"Unprovoked";"JAMAICA";"Westmoreland Parish";"Savanna-la-Mar";"FATAL, arm severed, thigh severely bitten  ";"6' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1922.05.24-Leon.pdf"
"06-May-1922";1922;"Unprovoked";"SOUTH AFRICA";"Western Cape Province";"Simon’s Town, False Bay";"Abdomen & thigh bitten";"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark ";"http://sharkattackfile.net/spreadsheets/pdf_directory/1922.05.06-Pells.pdf"
"26-Apr-1922";1922;"Unprovoked";"AUSTRALIA";"New South Wales";"Hawkesbury River";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1922.04.26-Munro.pdf"
"20-Mar-1922";1922;"Unprovoked";"JAMAICA";"Kingston Parish";"Kingston Harbor";"Survived";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1922.03.20-Jamaica.pdf"
"13-Mar-1922";1922;"Unprovoked";"JAMAICA";"Kingston Parish";"Kingston Harbor";"FATAL, right leg severed at thigh ";"2.7 m [9'] shark later captured by Mitchell-Hedges";"http://sharkattackfile.net/spreadsheets/pdf_directory/1922.03.13-Lopez.pdf"
"02-Mar-1922";1922;"Unprovoked";"AUSTRALIA";"New South Wales";"Coogee";"FATAL, right hand severed, lacerations on left thigh & left hand, died in hospital of gas gangrene";"White shark, 2.4 m [8'] ";"http://sharkattackfile.net/spreadsheets/pdf_directory/1922.03.02-Gannon.pdf"
"Reported 02-Feb-1922";1922;"Invalid";"AUSTRALIA";"New South Wales";"Bilgola Beach, Sydney";"Disappeared whiile swimming alone, body parts recovered, but shark involvement prior to death unconfirmed";"Shark involvement prior to death unconfirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/1922.02.22.R-Whiteley.pdf"
"04-Feb-1922";1922;"Unprovoked";"AUSTRALIA";"New South Wales";"Coogee ";"FATAL, both arms & shoulder bitten";"White shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1922.02.04-Coughlan.pdf"
"Reported 28-Jan-1922";1922;"Unprovoked";"IRAQ";"";"Shatt-al Arab River";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1922.01.28.R-Haroun-al-Raschid.pdf"
"15-Jan-1922";1922;"Unprovoked";"AUSTRALIA";"Queensland";"Ross River, Townsville";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1922.01.15-Milroy.pdf"
"13-Jan-1922";1922;"Unprovoked";"AUSTRALIA";"New South Wales";"Stockton Beach, Newcastle";"Small laceration on left thigh & swim costume torn";"Grey nurse shark?";"http://sharkattackfile.net/spreadsheets/pdf_directory/1922.01.13-Bevan.pdf"
"04-Jan-1922";1922;"Unprovoked";"AUSTRALIA";"New South Wales";"Stockton Beach, Newcastle";"FATAL, disappeared, then his shark-bitten remains washed ashore ";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1922.01.04-JManningRowe.pdf"
"11-Dec-1921";1921;"Unprovoked";"AUSTRALIA";"Queensland";"Fitzroy River at  Rockhampton";"Survived";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1921.12.11-Murphy.pdf"
"27-Nov-1921";1921;"Unprovoked";"AUSTRALIA";"Queensland";"Gay’s Corner, Bulimba Reach of Brisbane River";"FATAL, disappeared, body not recovered";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1921.11.27.a-b-Jack.pdf"
"27-Nov-1921";1921;"Unprovoked";"AUSTRALIA";"Queensland";"Gay’s Corner, Bulimba Reach of Brisbane River";"Right hip, buttock, elbow, arm & wrist bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1921.11.27.a-b-Jack.pdf"
"Reported 15-Nov-1921";1921;"Unprovoked";"FIJI";"Viti Levu Island";"Rewa River";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1921.11.15.R-Fiji.pdf"
"12-Oct-1921";1921;"Unprovoked";"AUSTRALIA";"Queensland";"Off Hinchinbrook Island";"Lacerations to right arm & chest";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1921.10.12-Hinchinbrook-Island.pdf"
"04-Oct-1921";1921;"Unprovoked";"AUSTRALIA";"Queensland";"Barrier Reef";"Left thigh bitten, FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1921.10.04-Schamok.pdf"
"Sep-1921";1921;"Provoked";"ENGLAND";"Dorset";"Weymouth";"Leg bitten by shark he was attempting to capture PROVOKED INCIDENT";"Blue shark, 4' ";"http://sharkattackfile.net/spreadsheets/pdf_directory/1921.09.00-Roberts.pdf"
"Reported 29-Aug-1929";1921;"Unprovoked";"AUSTRALIA";"Torres Strait";"";"Lacerations to arm";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1921.08.29.R-Hayadi.pdf"
"28-Aug-1921";1921;"Unprovoked";"PHILIPPINES";"Luzon Island";"Fort Frank, Manila Bay";"FATAL, abdomen  severely lacerated, taken by seaplane to hospital in Corrigedor but died  ";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1921.08.28-Abernathy.pdf"
